,Price,Bedrooms,Bathromms,Area,Realtor,City,Type
0,"Desde $ 212,000,000",2 Habs. ,2 Baños,48 m²,Coninsa Ramón H. S.A.,"Rionegro, Antioquia",Apartamento en venta
1,"$ 850,000,000",3 Habs. ,2 Baños,120 m²,ROYAL PROPIEDAD RAIZ,"Rionegro, Antioquia",Casa en  Venta
2,"$ 768,453,000",3 Habs. ,3 Baños,97 m²,NEXT- ONE INMOBILIARIA,"Rionegro, Antioquia",Apartamento en  Venta
3,"$ 890,000,000",4 Habs. ,4 Baños,170 m²,GUILLERMO DUQUE INMOBILIARIA S.A.S,"Rionegro, Antioquia",Casa en  Venta
4,"$ 270,000,000",3 Habs. ,2 Baños,54 m²,Coffee Realty SAS,"Rionegro, Antioquia",Apartamento en  Venta
5,"$ 6,500,000,000",6 Baños,400 m²,4 Habs. ,CONFORT GESTORES INMOBILIARIOS SAS,"Rionegro, Antioquia",Finca en  Venta
6,"$ 1,790,000,000",5 Baños,350 m²,2 Habs. ,Loperez Propiedad Raiz,"Rionegro, Antioquia",Casa Lote en venta
7,"$ 245,000,000",2 Baños,52 m²,2 Habs. ,Imubli,"Rionegro, Antioquia",Apartamento en venta
8,"$ 450,000,000",2 Baños,86.11 m²,3 Habs. ,Gómez Sierra Propiedades,"Rionegro, Antioquia",Apartamento en venta
9,"$ 1,990,000,000",3 Baños,2508 m²,2 Habs. ,Orienta Inmobiliaria,"Rionegro, Antioquia",Finca en venta
10,"$ 310,000,000",2 Baños,54 m²,2 Habs. ,ILAN INMOBILIARIA,"Rionegro, Antioquia",Apartamento en venta
11,"$ 340,000,000",2 Baños,60.75 m²,2 Habs. ,Loperez Propiedad Raiz,"Rionegro, Antioquia",Apartamento en venta
12,"$ 1,350,000,000",3 Baños,120 m²,3 Habs. ,Tengo Propiedad,"Rionegro, Antioquia",Apartamento en venta
13,"$ 980,000,000",3 Baños,126 m²,3 Habs. ,Coffee Realty SAS,"Rionegro, Antioquia",Apartamento en  Venta
14,"$ 280,000,000",2 Baños,72 m²,6 Habs. ,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en venta
15,"$ 3,200,000,000",5 Baños,400 m²,7 Habs. ,URBAN REALTOR PROPIEDAD RAIZ,"Rionegro, Antioquia",Finca en venta
16,"$ 5,500,000,000",8 Baños,800 m²,2 Habs. ,EDEN INMOBILIARIO,"Rionegro, Antioquia",Casa en venta
17,"$ 495,000,000",2 Baños,7385 m²,8 Baños,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
18,"$ 5,000,000,000",3200 m²,2 Habs. ,3 Baños,Invertir Inmueble,"Rionegro, Antioquia",Finca en  Venta
19,"$ 565,000,000",82 m²,4 Habs. ,4 Baños,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
20,"$ 2,850,000,000",382 m²,,,BEMSA,"Rionegro, Antioquia",Casa en  Venta
21,"$ 2,200,000,000",4 Habs. ,5 Baños,278 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
22,"$ 1,270,000,000",4 Habs. ,4 Baños,220 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
23,"$ 250,000,000",3 Habs. ,2 Baños,56 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
24,"$ 700,000,000",4 Habs. ,4 Baños,150 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en venta
25,"$ 1,200,000,000",4 Habs. ,5 Baños,203 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
26,"$ 680,000,000",4 Habs. ,4 Baños,142 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
27,"$ 3,200,000,000",5 Habs. ,7 Baños,450 m²,PADS,"Rionegro, Antioquia",Casa en venta
28,"$ 840,000,000",3 Habs. ,4 Baños,340 m²,Houm,"Rionegro, Antioquia",Casa en venta
29,"$ 4,500,000,000",5 Habs. ,6 Baños,346 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
30,"$ 289,000,000",3 Habs. ,2 Baños,56 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
31,"$ 3,300,000,000",3 Habs. ,4 Baños,386 m²,BRIKSS SAS,"Rionegro, Antioquia",Casa en venta
32,"$ 460,000,000",2 Habs. ,2 Baños,67 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
33,"$ 2,800,000,000",6 Habs. ,4 Baños,5000 m²,Arrendamientos Mabel Ochoa S.A.S,"Rionegro, Antioquia",Finca en venta
34,"$ 260,000,000",4 Habs. ,3 Baños,80 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
35,"$ 700,000,000",4 Habs. ,3 Baños,220 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
36,"$ 390,000,000",4 Habs. ,2 Baños,125 m²,RichiArbeláez Asesor Inmobiliario,"Rionegro, Antioquia",Casa en  Venta
37,"$ 1,250,000,000",4 Habs. ,4 Baños,230 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
38,"$ 1,750,000,000",3 Habs. ,2 Baños,500 m²,GAVIRIA INMOBILIARIA,"Rionegro, Antioquia",Finca en venta
39,"$ 379,000,000",1 Habs. ,2 Baños,52 m²,BRIKSS SAS,"Rionegro, Antioquia",Apartamento en venta
40,"$ 3,650,000,000",4 Habs. ,3 Baños,259 m²,BRIKSS SAS,"Rionegro, Antioquia",Finca en venta
41,"$ 550,000,000",2 Habs. ,1 Baño,60 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
42,"$ 2,600,000,000",5 Habs. ,5 Baños,310 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
43,"$ 950,000,000",3 Habs. ,2 Baños,170 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
44,"$ 1,650,000,000",5 Habs. ,6 Baños,366 m²,Umbral propiedad raíz,"Rionegro, Antioquia",Finca en  Venta
45,"$ 3,080,000,000",6 Habs. ,2 Baños,560 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
46,"$ 490,000,000",2 Habs. ,2 Baños,60 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
47,"$ 1,880,000,000",3 Habs. ,3 Baños,320 m²,RHBRAIZ,"Rionegro, Antioquia",Finca en  Venta
48,"$ 600,000,000",3 Habs. ,2 Baños,90 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
49,"$ 3,000,000,000",5 Habs. ,5 Baños,410 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
50,"$ 4,000,000,000",5 Habs. ,5 Baños,1700 m²,Inversiones Inmobiliarias,"Rionegro, Antioquia",Finca en venta
51,"$ 1,380,000,000",5 Habs. ,2 Baños,250 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
52,"$ 244,989,000",2 Habs. ,2 Baños,52 m²,Coseinpro,"Rionegro, Antioquia",Apartamento en  Venta
53,"$ 265,000,000",2 Habs. ,2 Baños,59 m²,Coseinpro,"Rionegro, Antioquia",Apartamento en venta
54,"$ 540,000,000",3 Habs. ,3 Baños,110 m²,PADS,"Rionegro, Antioquia",Casa en venta
55,"$ 275,000,000",3 Habs. ,2 Baños,56 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
56,"$ 565,289,000",1 Habs. ,2 Baños,67 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
57,"$ 4,500,000,000",5 Habs. ,5 Baños,405 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
58,"$ 359,000,000",2 Habs. ,2 Baños,82 m²,PADS,"Rionegro, Antioquia",Apartamento en venta
59,"$ 420,000,000",1 Habs. ,1 Baño,53 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
60,"$ 4,500,000,000",3 Habs. ,2 Baños,35000 m²,Coseinpro,"Rionegro, Antioquia","Finca en venta, Rionegro"
61,"$ 550,000,000",1 Habs. ,2 Baños,82 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
62,"$ 430,000,000",1 Habs. ,2 Baños,63 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
63,"$ 2,200,000,000",5 Habs. ,4 Baños,380 m²,PADS,"Rionegro, Antioquia",Casa en venta
64,"$ 1,900,000,000",3 Habs. ,2 Baños,125 m²,RHBRAIZ,"Rionegro, Antioquia",Finca en  Venta
65,"$ 1,150,000,000",5 Habs. ,3 Baños,270 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
66,"$ 280,000,000",3 Habs. ,2 Baños,74 m²,Ciclo Inmobiliario,"Rionegro, Antioquia",Apartamento en  Venta
67,"$ 1,900,000,000",5 Habs. ,6 Baños,500 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
68,"$ 2,700,000,000",3 Habs. ,3 Baños,200 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
69,"$ 5,800,000,000",5 Habs. ,4 Baños,800 m²,PADS,"Rionegro, Antioquia",Casa en venta
70,"$ 5,300,000,000",4 Habs. ,6 Baños,530 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
71,"$ 2,850,000,000",5 Habs. ,8 Baños,440 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
72,"$ 490,000,000",3 Habs. ,2 Baños,68 m²,Liliana Amaya Inmobiliaria,"Rionegro, Antioquia",Apartamento en venta
73,"$ 670,000,000",3 Habs. ,4 Baños,220 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
74,"$ 1,790,000,000",4 Habs. ,5 Baños,380 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
75,"$ 296,800,000",3 Habs. ,2 Baños,55 m²,Coseinpro,"Rionegro, Antioquia",Apartamento en  Venta
76,"$ 3,600,000,000",3 Habs. ,4 Baños,386 m²,DG Propiedad Raíz,"Rionegro, Antioquia",Casa en venta
77,"$ 1,200,000,000",4 Habs. ,3 Baños,220 m²,Houm,"Rionegro, Antioquia",Casa en venta
78,"$ 706,525,000",2 Habs. ,2 Baños,84 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
79,"$ 320,000,000",2 Habs. ,2 Baños,62 m²,Houm,"Rionegro, Antioquia",Apartamento en venta
80,"$ 450,000,000",3 Habs. ,2 Baños,85.21 m²,Coseinpro,"Rionegro, Antioquia",Casa en venta
81,"$ 2,950,000,000",4 Habs. ,5 Baños,350 m²,DG Propiedad Raíz,"Rionegro, Antioquia",Casa en venta
82,"$ 680,000,000",5 Habs. ,3 Baños,240 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
83,"$ 1,650,000,000",4 Habs. ,3 Baños,182 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
84,"$ 495,000,000",3 Habs. ,2 Baños,62 m²,FERNANDEZ & ASOCIADOS,"Rionegro, Antioquia",Apartamento en venta
85,"$ 3,800,000,000",3 Habs. ,3 Baños,364 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
86,"$ 7,500,000,000",4 Habs. ,6 Baños,1000 m²,TU GESTOR INMOBILIARIA,"Rionegro, Antioquia",Casa en  Venta
87,"$ 240,000,000",3 Habs. ,2 Baños,56 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Apartamento en venta
88,"$ 220,000,000",3 Habs. ,2 Baños,53 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
89,"$ 950,000,000",3 Habs. ,4 Baños,202 m²,Houm,"Rionegro, Antioquia",Casa en venta
90,"$ 850,000,000",4 Habs. ,5 Baños,240 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en venta
91,"$ 530,000,000",2 Habs. ,2 Baños,58 m²,FERNANDEZ & ASOCIADOS,"Rionegro, Antioquia",Apartamento en venta
92,"$ 575,000,000",3 Habs. ,2 Baños,88 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
93,"$ 430,000,000",1 Habs. ,2 Baños,62 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
94,"$ 690,000,000",4 Habs. ,4 Baños,168 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en venta
95,"$ 2,290,000,000",3 Habs. ,4 Baños,2830 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en venta
96,"$ 950,000,000",3 Habs. ,4 Baños,163 m²,Umbral propiedad raíz,"Rionegro, Antioquia",Casa en  Venta
97,"$ 4,500,000,000",3 Habs. ,5 Baños,362 m²,RHBRAIZ,"Rionegro, Antioquia",Casa en  Venta
98,"$ 220,000,000",3 Habs. ,2 Baños,60 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
99,"$ 260,000,000",2 Habs. ,1 Baño,51 m²,ROYAL PROPIEDAD RAIZ,"Rionegro, Antioquia",Apartamento en  Venta
100,"$ 565,000,000",2 Habs. ,3 Baños,82 m²,BRIKSS SAS,"Rionegro, Antioquia",Apartamento en venta
101,"$ 1,590,000,000",4 Habs. ,3 Baños,350 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
102,"$ 410,000,000",3 Habs. ,2 Baños,68 m²,ROYAL PROPIEDAD RAIZ,"Rionegro, Antioquia",Apartamento en  Venta
103,"$ 620,000,000",3 Habs. ,3 Baños,100 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en  Venta
104,"$ 620,000,000",3 Habs. ,2 Baños,87 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
105,"$ 1,100,000,000",4 Habs. ,5 Baños,185 m²,Umbral propiedad raíz,"Rionegro, Antioquia",Casa en  Venta
106,"$ 2,200,000,000",4 Habs. ,7 Baños,2230 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Finca en venta
107,"$ 1,550,000,000",3 Habs. ,3 Baños,2700 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Finca en venta
108,"$ 390,000,000",2 Habs. ,2 Baños,63 m²,BRIKSS SAS,"Rionegro, Antioquia",Apartamento en venta
109,"$ 4,400,000,000",5 Habs. ,5 Baños,600 m²,RHBRAIZ,"Rionegro, Antioquia",Casa en  Venta
110,"$ 3,500,000,000",4 Habs. ,5 Baños,260 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
111,"$ 180,000,000",3 Habs. ,2 Baños,54 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Apartamento en venta
112,"$ 460,000,000",2 Habs. ,2 Baños,70 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
113,"$ 565,289,000",1 Habs. ,2 Baños,67 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
114,"$ 490,000,000",2 Habs. ,2 Baños,60 m²,FERNANDEZ & ASOCIADOS,"Rionegro, Antioquia",Apartamento en venta
115,"$ 780,000,000",3 Habs. ,2 Baños,96 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
116,"$ 8,500,000,000",270 m²,4 Habs. ,4 Baños,BEMSA,"Rionegro, Antioquia",Finca en  Venta
117,"$ 3,000,000,000",360 m²,3 Habs. ,2 Baños,BRIKSS SAS,"Rionegro, Antioquia",Casa en venta
118,"$ 650,000,000",70 m²,5 Habs. ,5 Baños,GAVIRIA INMOBILIARIA,"Rionegro, Antioquia",Casa en venta
119,"$ 8,500,000,000",400 m²,3 Habs. ,3 Baños,BEMSA,"Rionegro, Antioquia",Finca en  Venta
120,"$ 2,050,000,000",160 m²,3 Habs. ,3 Baños,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
121,"$ 800,000,000",134 m²,7 Habs. ,6 Baños,BEMSA,"Rionegro, Antioquia",Casa en  Venta
122,"$ 830,000,000",240 m²,4 Habs. ,5 Baños,Coseinpro,"Rionegro, Antioquia","Casa en venta, Rionegro"
123,"$ 16,480,000,000",550 m²,5 Habs. ,5 Baños,BEMSA,"Rionegro, Antioquia",Finca en  Venta
124,"$ 4,300,000,000",670 m²,4 Habs. ,3 Baños,PADS,"Rionegro, Antioquia",Casa en venta
125,"$ 670,000,000",170 m²,,,BEMSA,"Rionegro, Antioquia",Casa en  Venta
126,"$ 1,700,000,000",6 Habs. ,6 Baños,400 m²,BRIKSS SAS,"Rionegro, Antioquia",Finca en venta
127,"$ 379,000,000",1 Habs. ,2 Baños,52 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
128,"$ 1,700,000,000",5 Habs. ,5 Baños,3300 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
129,"$ 2,400,000,000",4 Habs. ,5 Baños,2200 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
130,"$ 628,000,000",3 Habs. ,3 Baños,90 m²,RichiArbeláez Asesor Inmobiliario,"Rionegro, Antioquia",Apartamento en  Venta
131,"$ 540,000,000",3 Habs. ,2 Baños,73 m²,FERNANDEZ & ASOCIADOS,"Rionegro, Antioquia",Apartamento en venta
132,"$ 240,000,000",2 Habs. ,2 Baños,49 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
133,"$ 550,000,000",2 Habs. ,2 Baños,65 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
134,"$ 420,000,000",3 Habs. ,2 Baños,78 m²,RichiArbeláez Asesor Inmobiliario,"Rionegro, Antioquia",Apartamento en  Venta
135,"$ 4,200,000,000",4 Habs. ,5 Baños,10000 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Finca en venta
136,"$ 560,000,000",3 Habs. ,2 Baños,73 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
137,"$ 850,000,000",2 Habs. ,2 Baños,1032 m²,Houm,"Rionegro, Antioquia",Casa en venta
138,"$ 389,000,000",2 Habs. ,2 Baños,76 m²,Coseinpro,"Rionegro, Antioquia",Apartamento en venta
139,"$ 550,000,000",4 Habs. ,3 Baños,140 m²,Interbienes Compañia Inmobiliaria,"Rionegro, Antioquia",Casa en venta
140,"$ 2,200,000,000",5 Habs. ,4 Baños,310 m²,Interbienes Compañia Inmobiliaria,"Rionegro, Antioquia",Casa en  Venta
141,"$ 409,600,000",3 Habs. ,2 Baños,73 m²,Coseinpro,"Rionegro, Antioquia",Apartamento en venta
142,"$ 615,000,000",3 Habs. ,3 Baños,90 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
143,"$ 500,000,000",3 Habs. ,2 Baños,77 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
144,"$ 250,000,000",2 Habs. ,2 Baños,50 m²,Houm,"Rionegro, Antioquia",Casa en venta
145,"$ 1,420,000,000",5 Habs. ,3 Baños,270 m²,Houm,"Rionegro, Antioquia",Casa en venta
146,"$ 1,250,000,000",2 Habs. ,2 Baños,149 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
147,"$ 4,500,000,000",4 Habs. ,8 Baños,540 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
148,"$ 3,500,000,000",3 Habs. ,3 Baños,100 m²,RHBRAIZ,"Rionegro, Antioquia",Finca en  Venta
149,"$ 595,000,000",1 Habs. ,2 Baños,65 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
150,"$ 590,000,000",3 Habs. ,2 Baños,74 m²,Houm,"Rionegro, Antioquia",Apartamento en  Venta
151,"$ 2,700,000,000",4 Habs. ,4 Baños,329 m²,BRIKSS SAS,"Rionegro, Antioquia",Finca en venta
152,"$ 2,050,000,000",3 Habs. ,4 Baños,360 m²,Coseinpro,"Rionegro, Antioquia",Casa en venta
153,"$ 950,000,000",3 Habs. ,3 Baños,195 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
154,"$ 2,300,000,000",4 Habs. ,4 Baños,360 m²,RHBRAIZ,"Rionegro, Antioquia",Finca en  Venta
155,"$ 2,700,000,000",3 Habs. ,3 Baños,1600 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Finca en venta
156,"$ 3,700,000,000",4 Habs. ,4 Baños,400 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
157,"$ 1,200,000,000",3 Habs. ,2 Baños,16011 m²,BRIKSS SAS,"Rionegro, Antioquia",Finca en venta
158,"$ 411,000,000",2 Habs. ,2 Baños,67 m²,Houm,"Rionegro, Antioquia",Apartamento en venta
159,"$ 630,000,000",4 Habs. ,3 Baños,125 m²,Invertir Inmueble,"Rionegro, Antioquia",Casa en venta
160,"$ 3,300,000,000",3 Habs. ,4 Baños,11000 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en venta
161,"$ 3,000,000,000",7 Baños,500 m²,3 Habs. ,WEHOUSINN.COM,"Rionegro, Antioquia",Finca en  Venta
162,"$ 350,000,000",1 Baño,65 m²,2 Habs. ,BEMSA,"Rionegro, Antioquia",Casa en  Venta
163,"$ 530,000,000",2 Baños,66.71 m²,3 Habs. ,PADS,"Rionegro, Antioquia",Apartamento en venta
164,"$ 1,200,000,000",4 Baños,210 m²,4 Habs. ,Umbral propiedad raíz,"Rionegro, Antioquia",Casa en  Venta
165,"$ 400,000,000",2 Baños,130 m²,4 Habs. ,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en venta
166,"$ 1,590,000,000",4 Baños,4100 m²,4 Habs. ,Inversiones Inmobiliarias,"Rionegro, Antioquia",Finca en venta
167,"$ 3,200,000,000",5 Baños,350 m²,,TU GESTOR INMOBILIARIA,"Rionegro, Antioquia",Casa en  Venta
168,"$ 1,150,000,000",3 Habs. ,3 Baños,250 m²,Umbral propiedad raíz,"Rionegro, Antioquia",Casa en  Venta
169,"$ 1,050,000,000",1 Habs. ,3 Baños,122 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
170,"$ 460,000,000",3 Habs. ,2 Baños,77 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
171,"$ 695,000,000",2 Habs. ,2 Baños,141 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Apartamento en venta
172,"$ 1,850,000,000",5 Habs. ,5 Baños,330 m²,Umbral propiedad raíz,"Rionegro, Antioquia",Finca en  Venta
173,"$ 2,500,000,000",4 Habs. ,4 Baños,300 m²,BEMSA,"Rionegro, Antioquia",Finca en  Venta
174,"$ 1,200,000,000",3 Habs. ,3 Baños,214 m²,RHBRAIZ,"Rionegro, Antioquia",Casa en  Venta
175,"$ 325,000,000",2 Habs. ,2 Baños,49 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
176,"$ 410,000,000",2 Habs. ,2 Baños,82 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
177,"$ 1,900,000,000",3 Habs. ,5 Baños,173 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
178,"$ 389,000,000",1 Habs. ,1 Baño,42 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
179,"$ 650,000,000",2 Habs. ,2 Baños,141 m²,WEHOUSINN.COM,"Rionegro, Antioquia",Apartamento en  Venta
180,"$ 750,000,000",2 Habs. ,2 Baños,84 m²,Coseinpro,"Rionegro, Antioquia",Apartamento en  Venta
181,"$ 650,000,000",2 Habs. ,2 Baños,141 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
182,"$ 320,000,000",3 Habs. ,1 Baño,97 m²,Houm,"Rionegro, Antioquia",Casa en  Venta
183,"$ 315,000,000",2 Habs. ,2 Baños,59 m²,Coseinpro,"Rionegro, Antioquia",Apartamento en venta
184,"$ 4,800,000,000",3 Habs. ,5 Baños,750 m²,RHBRAIZ,"Rionegro, Antioquia",Casa en  Venta
185,"$ 383,985,000",1 Habs. ,1 Baño,76 m²,Coseinpro,"Rionegro, Antioquia",Apartamento en venta
186,"$ 10,500,000,000",9 Habs. ,10 Baños,3350 m²,DG Propiedad Raíz,"Rionegro, Antioquia",Casa en venta
187,"$ 850,000,000",4 Habs. ,4 Baños,185.4 m²,Coseinpro,"Rionegro, Antioquia",Casa en venta
188,"$ 390,000,000",1 Habs. ,2 Baños,65 m²,RHBRAIZ,"Rionegro, Antioquia",Cabaña en  Venta
189,"$ 1,000,000,000",2 Habs. ,2 Baños,112 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
190,"$ 240,000,000",2 Habs. ,2 Baños,48 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
191,"$ 3,700,000,000",3 Habs. ,3 Baños,600 m²,BRIKSS SAS,"Rionegro, Antioquia",Casa en venta
192,"$ 615,000,000",2 Habs. ,2 Baños,75 m²,RHBRAIZ,"Rionegro, Antioquia",Apartamento en  Venta
193,"$ 450,000,000",2 Habs. ,2 Baños,73 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
194,"$ 570,000,000",2 Habs. ,2 Baños,75 m²,ROYAL PROPIEDAD RAIZ,"Rionegro, Antioquia",Apartamento en  Venta
195,"$ 1,500,000,000",3 Habs. ,2 Baños,3000 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Finca en venta
196,"$ 720,000,000",3 Habs. ,3 Baños,98 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Apartamento en venta
197,"$ 1,800,000,000",3 Habs. ,4 Baños,339 m²,RHBRAIZ,"Rionegro, Antioquia",Finca en  Venta
198,"$ 1,150,000,000",3 Habs. ,3 Baños,173 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
199,"$ 650,000,000",3 Habs. ,4 Baños,140 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Casa en  Venta
200,"$ 360,000,000",3 Habs. ,2 Baños,72.8 m²,Area Vital Inmobiliaria,"Rionegro, Antioquia",Apartamento en venta
201,"$ 2,600,000,000",4 Habs. ,7 Baños,2900 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Finca en venta
202,"$ 2,200,000,000",3 Habs. ,4 Baños,220 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
203,"$ 570,000,000",4 Habs. ,3 Baños,180 m²,BRIKSS SAS,"Rionegro, Antioquia",Apartamento en venta
204,"$ 1,500,000,000",3 Habs. ,3 Baños,147 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
205,"$ 550,000,000",3 Habs. ,2 Baños,76 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
206,"$ 560,000,000",3 Habs. ,3 Baños,110 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
207,"$ 679,500,000",3 Habs. ,2 Baños,87 m²,PADS,"Rionegro, Antioquia",Apartamento en  Venta
208,"$ 4,000,000,000",3 Habs. ,4 Baños,510 m²,RHBRAIZ,"Rionegro, Antioquia",Finca en  Venta
209,"$ 360,000,000",3 Habs. ,2 Baños,56 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Apartamento en venta
210,"$ 495,000,000",2 Habs. ,2 Baños,73 m²,Liliana Amaya Inmobiliaria,"Rionegro, Antioquia",Apartamento en venta
211,"$ 220,000,000",2 Habs. ,2 Baños,57 m²,Orientamos S.A.S.,"Rionegro, Antioquia",Apartamento en  Venta
212,"$ 1,300,000,000",4 Habs. ,4 Baños,280 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
213,"$ 560,000,000",2 Habs. ,2 Baños,64 m²,Umbral propiedad raíz,"Rionegro, Antioquia",Apartamento en  Venta
214,"$ 2,550,000,000",4 Habs. ,5 Baños,380 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
215,"$ 470,000,000",4 Habs. ,3 Baños,95 m²,BEMSA,"Rionegro, Antioquia",Casa en  Venta
216,"$ 225,000,000",2 Habs. ,2 Baños,48 m²,Houm,"Rionegro, Antioquia",Apartamento en venta
217,"$ 8,500,000,000",4 Habs. ,4 Baños,1000 m²,BRIKSS SAS,"Rionegro, Antioquia",Casa en venta
218,"$ 348,000,000",2 Habs. ,2 Baños,68 m²,BEMSA,"Rionegro, Antioquia",Apartamento en  Venta
219,"$ 530,000,000",2 m²,4 Habs. ,4 Baños,DG Propiedad Raíz,"Rionegro, Antioquia",Apartamento en venta
